"Statistic Label","Month","Dwelling Status","Eircode Output","Stamp Duty Event","Type of Buyer","UNIT","VALUE"
"Mean Sale Price","2018 May","All Dwelling Statuses","D08: Dublin 8","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","384462"
"Mean Sale Price","2018 May","All Dwelling Statuses","D09: Dublin 9","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","393125"
"Mean Sale Price","2018 May","All Dwelling Statuses","D10: Dublin 10","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","233500"
"Mean Sale Price","2018 May","All Dwelling Statuses","D11: Dublin 11","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","266833"
"Mean Sale Price","2018 May","All Dwelling Statuses","D12: Dublin 12","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","334988"
"Mean Sale Price","2018 May","All Dwelling Statuses","D13: Dublin 13","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","324555"
"Mean Sale Price","2018 May","All Dwelling Statuses","D14: Dublin 14","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","486466"
"Mean Sale Price","2018 May","All Dwelling Statuses","D15: Dublin 15","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","308205"
"Mean Sale Price","2018 May","All Dwelling Statuses","D16: Dublin 16","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","541599"
"Mean Sale Price","2018 May","All Dwelling Statuses","D17: Dublin 17","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","237500"
"Mean Sale Price","2018 May","All Dwelling Statuses","D18: Dublin 18","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","457081"
"Mean Sale Price","2018 May","All Dwelling Statuses","D20: Dublin 20","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","191000"
"Mean Sale Price","2018 May","All Dwelling Statuses","D22: Dublin 22","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","258300"
"Mean Sale Price","2018 May","All Dwelling Statuses","D24: Dublin 24","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","296228"
"Mean Sale Price","2018 May","All Dwelling Statuses","D6W: Dublin 6W","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","589715"
"Mean Sale Price","2018 May","All Dwelling Statuses","E21: Cahir","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","85539"
"Mean Sale Price","2018 May","All Dwelling Statuses","E25: Cashel","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185000"
"Mean Sale Price","2018 May","All Dwelling Statuses","E32: Carrick-on-Suir","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","126375"
"Mean Sale Price","2018 May","All Dwelling Statuses","E34: Tipperary","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","130667"
"Mean Sale Price","2018 May","All Dwelling Statuses","E41: Thurles","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","155000"
"Mean Sale Price","2018 May","All Dwelling Statuses","E45: Nenagh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","194045"
"Mean Sale Price","2018 May","All Dwelling Statuses","E53: Roscrea","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","149750"
"Mean Sale Price","2018 May","All Dwelling Statuses","E91: Clonmel","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","194964"
"Mean Sale Price","2018 May","All Dwelling Statuses","F12: Claremorris","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","119250"
"Mean Sale Price","2018 May","All Dwelling Statuses","F23: Castlebar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","90500"
"Mean Sale Price","2018 May","All Dwelling Statuses","F26: Ballina","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","99200"
"Mean Sale Price","2018 May","All Dwelling Statuses","F28: Westport","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","221667"
"Mean Sale Price","2018 May","All Dwelling Statuses","F31: Ballinrobe","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","62000"
"Mean Sale Price","2018 May","All Dwelling Statuses","F35: Ballyhaunis","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 May","All Dwelling Statuses","F42: Roscommon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","234999"
"Mean Sale Price","2018 May","All Dwelling Statuses","F45: Castlerea","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","79935"
"Mean Sale Price","2018 May","All Dwelling Statuses","F52: Boyle","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","117516"
"Mean Sale Price","2018 May","All Dwelling Statuses","F56: Ballymote","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","107000"
"Mean Sale Price","2018 May","All Dwelling Statuses","F91: Sligo","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","175788"
"Mean Sale Price","2018 May","All Dwelling Statuses","F92: Letterkenny","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","158167"
"Mean Sale Price","2018 May","All Dwelling Statuses","F93: Lifford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","129831"
"Mean Sale Price","2018 May","All Dwelling Statuses","F94: Donegal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","113667"
"Mean Sale Price","2018 May","All Dwelling Statuses","H12: Cavan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","107167"
"Mean Sale Price","2018 May","All Dwelling Statuses","H14: Belturbet","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","167000"
"Mean Sale Price","2018 May","All Dwelling Statuses","H16: Cootehill","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 May","All Dwelling Statuses","H18: Monaghan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","240698"
"Mean Sale Price","2018 May","All Dwelling Statuses","H23: Clones","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 May","All Dwelling Statuses","H53: Ballinasloe","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","205966"
"Mean Sale Price","2018 May","All Dwelling Statuses","H54: Tuam","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","208500"
"Mean Sale Price","2018 May","All Dwelling Statuses","H62: Loughrea","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","173800"
"Mean Sale Price","2018 May","All Dwelling Statuses","H65: Athenry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","177230"
"Mean Sale Price","2018 May","All Dwelling Statuses","H71: Clifden","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","120000"
"Mean Sale Price","2018 May","All Dwelling Statuses","H91: Galway","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","255026"
"Mean Sale Price","2018 May","All Dwelling Statuses","K32: Balbriggan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","241643"
"Mean Sale Price","2018 May","All Dwelling Statuses","K34: Skerries","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","325705"
"Mean Sale Price","2018 May","All Dwelling Statuses","K36: Malahide","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","404373"
"Mean Sale Price","2018 May","All Dwelling Statuses","K45: Lusk","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","338249"
"Mean Sale Price","2018 May","All Dwelling Statuses","K56: Rush","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","370000"
"Mean Sale Price","2018 May","All Dwelling Statuses","K67: Swords","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","315637"
"Mean Sale Price","2018 May","All Dwelling Statuses","K78: Lucan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","338819"
"Mean Sale Price","2018 May","All Dwelling Statuses","N37: Athlone","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","186100"
"Mean Sale Price","2018 May","All Dwelling Statuses","N39: Longford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","66200"
"Mean Sale Price","2018 May","All Dwelling Statuses","N41: Carrick-on-Shannon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","157974"
"Mean Sale Price","2018 May","All Dwelling Statuses","N91: Mullingar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","198749"
"Mean Sale Price","2018 May","All Dwelling Statuses","P12: Macroom","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","194999"
"Mean Sale Price","2018 May","All Dwelling Statuses","P14: Crookstown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 May","All Dwelling Statuses","P17: Kinsale","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","490000"
"Mean Sale Price","2018 May","All Dwelling Statuses","P24: Cobh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 May","All Dwelling Statuses","P25: Midleton","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","261635"
"Mean Sale Price","2018 May","All Dwelling Statuses","P31: Ballincollig","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","285556"
"Mean Sale Price","2018 May","All Dwelling Statuses","P32: Rylane","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","214000"
"Mean Sale Price","2018 May","All Dwelling Statuses","P36: Youghal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","195921"
"Mean Sale Price","2018 May","All Dwelling Statuses","P43: Carrigaline","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","293374"
"Mean Sale Price","2018 May","All Dwelling Statuses","P47: Dunmanway","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","179175"
"Mean Sale Price","2018 May","All Dwelling Statuses","P51: Mallow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","191991"
"Mean Sale Price","2018 May","All Dwelling Statuses","P56: Charleville","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","88000"
"Mean Sale Price","2018 May","All Dwelling Statuses","P61: Fermoy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","188250"
"Mean Sale Price","2018 May","All Dwelling Statuses","P67: Mitchelstown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","267000"
"Mean Sale Price","2018 May","All Dwelling Statuses","P72: Bandon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","266500"
"Mean Sale Price","2018 May","All Dwelling Statuses","P75: Bantry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","270000"
"Mean Sale Price","2018 May","All Dwelling Statuses","P81: Skibbereen","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","231000"
"Mean Sale Price","2018 May","All Dwelling Statuses","P85: Clonakilty","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","165933"
"Mean Sale Price","2018 May","All Dwelling Statuses","R14: Athy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","186625"
"Mean Sale Price","2018 May","All Dwelling Statuses","R21: Mhuine Bheag","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","207154"
"Mean Sale Price","2018 May","All Dwelling Statuses","R32: Portlaoise","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","176269"
"Mean Sale Price","2018 May","All Dwelling Statuses","R35: Tullamore","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","159563"
"Mean Sale Price","2018 May","All Dwelling Statuses","R42: Birr","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","130000"
"Mean Sale Price","2018 May","All Dwelling Statuses","R45: Edenderry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","130419"
"Mean Sale Price","2018 May","All Dwelling Statuses","R51: Kildare","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 May","All Dwelling Statuses","R56: Curragh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","294332"
"Mean Sale Price","2018 May","All Dwelling Statuses","R93: Carlow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190125"
"Mean Sale Price","2018 May","All Dwelling Statuses","R95: Kilkenny","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","140857"
"Mean Sale Price","2018 May","All Dwelling Statuses","T12: Cork Southside","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","316377"
"Mean Sale Price","2018 May","All Dwelling Statuses","T23: Cork Northside","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","251591"
"Mean Sale Price","2018 May","All Dwelling Statuses","T34: Carrignavar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 May","All Dwelling Statuses","T45: Glanmire","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","308855"
"Mean Sale Price","2018 May","All Dwelling Statuses","T56: Watergrasshill","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","283407"
"Mean Sale Price","2018 May","All Dwelling Statuses","V14: Shannon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","182000"
"Mean Sale Price","2018 May","All Dwelling Statuses","V15: Kilrush","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","48000"
"Mean Sale Price","2018 May","All Dwelling Statuses","V23: Caherciveen","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 May","All Dwelling Statuses","V31: Listowel","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","65000"
"Mean Sale Price","2018 May","All Dwelling Statuses","V35: Kilmallock","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","116500"
"Mean Sale Price","2018 May","All Dwelling Statuses","V42: Newcastle West","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","139333"
"Mean Sale Price","2018 May","All Dwelling Statuses","V92: Tralee","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","204438"
"Mean Sale Price","2018 May","All Dwelling Statuses","V93: Killarney","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","221901"
"Mean Sale Price","2018 May","All Dwelling Statuses","V94: Limerick","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","208475"
"Mean Sale Price","2018 May","All Dwelling Statuses","V95: Ennis","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","178737"
"Mean Sale Price","2018 May","All Dwelling Statuses","W12: Newbridge","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","209000"
"Mean Sale Price","2018 May","All Dwelling Statuses","W23: Celbridge","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","369496"
"Mean Sale Price","2018 May","All Dwelling Statuses","W34: Monasterevin","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","234680"
"Mean Sale Price","2018 May","All Dwelling Statuses","W91: Naas","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","304623"
"Mean Sale Price","2018 May","All Dwelling Statuses","X35: Dungarvan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","170661"
"Mean Sale Price","2018 May","All Dwelling Statuses","X42: Kilmacthomas","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 May","All Dwelling Statuses","X91: Waterford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","171267"
"Mean Sale Price","2018 May","All Dwelling Statuses","Y14: Arklow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","231017"
"Mean Sale Price","2018 May","All Dwelling Statuses","Y21: Enniscorthy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","143000"
"Mean Sale Price","2018 May","All Dwelling Statuses","Y25: Gorey","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","200000"
"Mean Sale Price","2018 May","All Dwelling Statuses","Y34: New Ross","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","132500"
"Mean Sale Price","2018 May","All Dwelling Statuses","Y35: Wexford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","159474"
"Mean Sale Price","2018 June","All Dwelling Statuses","A41: Ballyboughal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","A42: Garristown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","A45: Oldtown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","A63: Greystones","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","362105"
"Mean Sale Price","2018 June","All Dwelling Statuses","A67: Wicklow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","283572"
"Mean Sale Price","2018 June","All Dwelling Statuses","A75: Castleblaney","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","A81: Carrickmacross","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","A82: Kells","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","168815"
"Mean Sale Price","2018 June","All Dwelling Statuses","A83: Enfield","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","303167"
"Mean Sale Price","2018 June","All Dwelling Statuses","A84: Ashbourne","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","297001"
"Mean Sale Price","2018 June","All Dwelling Statuses","A85: Dunshaughlin","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","354714"
"Mean Sale Price","2018 June","All Dwelling Statuses","A86: Dunboyne","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","475000"
"Mean Sale Price","2018 June","All Dwelling Statuses","A91: Dundalk","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","212083"
"Mean Sale Price","2018 June","All Dwelling Statuses","A92: Drogheda","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","244490"
"Mean Sale Price","2018 June","All Dwelling Statuses","A94: Blackrock","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","656833"
"Mean Sale Price","2018 June","All Dwelling Statuses","A96: Glenageary","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","481500"
"Mean Sale Price","2018 June","All Dwelling Statuses","A98: Bray","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","328545"
"Mean Sale Price","2018 June","All Dwelling Statuses","C15: Navan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","231881"
"Mean Sale Price","2018 June","All Dwelling Statuses","D01: Dublin 1","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","296667"
"Mean Sale Price","2018 June","All Dwelling Statuses","D02: Dublin 2","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","307500"
"Mean Sale Price","2018 June","All Dwelling Statuses","D03: Dublin 3","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","435375"
"Mean Sale Price","2018 June","All Dwelling Statuses","D04: Dublin 4","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","494333"
"Mean Sale Price","2018 June","All Dwelling Statuses","D05: Dublin 5","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","427722"
"Mean Sale Price","2018 June","All Dwelling Statuses","D06: Dublin 6","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","695166"
"Mean Sale Price","2018 June","All Dwelling Statuses","D07: Dublin 7","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","396554"
"Mean Sale Price","2018 June","All Dwelling Statuses","D08: Dublin 8","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","327934"
"Mean Sale Price","2018 June","All Dwelling Statuses","D09: Dublin 9","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","407987"
"Mean Sale Price","2018 June","All Dwelling Statuses","D10: Dublin 10","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","228200"
"Mean Sale Price","2018 June","All Dwelling Statuses","D11: Dublin 11","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","237213"
"Mean Sale Price","2018 June","All Dwelling Statuses","D12: Dublin 12","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","335178"
"Mean Sale Price","2018 June","All Dwelling Statuses","D13: Dublin 13","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","415437"
"Mean Sale Price","2018 June","All Dwelling Statuses","D14: Dublin 14","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","495333"
"Mean Sale Price","2018 June","All Dwelling Statuses","D15: Dublin 15","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","329824"
"Mean Sale Price","2018 June","All Dwelling Statuses","D16: Dublin 16","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","590714"
"Mean Sale Price","2018 June","All Dwelling Statuses","D17: Dublin 17","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","289125"
"Mean Sale Price","2018 June","All Dwelling Statuses","D18: Dublin 18","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","408700"
"Mean Sale Price","2018 June","All Dwelling Statuses","D20: Dublin 20","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","D22: Dublin 22","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","243567"
"Mean Sale Price","2018 June","All Dwelling Statuses","D24: Dublin 24","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","330591"
"Mean Sale Price","2018 June","All Dwelling Statuses","D6W: Dublin 6W","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","557650"
"Mean Sale Price","2018 June","All Dwelling Statuses","E21: Cahir","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","169375"
"Mean Sale Price","2018 June","All Dwelling Statuses","E25: Cashel","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","166500"
"Mean Sale Price","2018 June","All Dwelling Statuses","E32: Carrick-on-Suir","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","128000"
"Mean Sale Price","2018 June","All Dwelling Statuses","E34: Tipperary","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","290000"
"Mean Sale Price","2018 June","All Dwelling Statuses","E41: Thurles","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","102500"
"Mean Sale Price","2018 June","All Dwelling Statuses","E45: Nenagh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","129000"
"Mean Sale Price","2018 June","All Dwelling Statuses","E53: Roscrea","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","121500"
"Mean Sale Price","2018 June","All Dwelling Statuses","E91: Clonmel","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190714"
"Mean Sale Price","2018 June","All Dwelling Statuses","F12: Claremorris","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","123229"
"Mean Sale Price","2018 June","All Dwelling Statuses","F23: Castlebar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","125395"
"Mean Sale Price","2018 June","All Dwelling Statuses","F26: Ballina","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","125000"
"Mean Sale Price","2018 June","All Dwelling Statuses","F28: Westport","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","268333"
"Mean Sale Price","2018 June","All Dwelling Statuses","F31: Ballinrobe","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","F35: Ballyhaunis","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","70000"
"Mean Sale Price","2018 June","All Dwelling Statuses","F42: Roscommon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","188333"
"Mean Sale Price","2018 June","All Dwelling Statuses","F45: Castlerea","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","141875"
"Mean Sale Price","2018 June","All Dwelling Statuses","F52: Boyle","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","F56: Ballymote","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","76500"
"Mean Sale Price","2018 June","All Dwelling Statuses","F91: Sligo","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","184296"
"Mean Sale Price","2018 June","All Dwelling Statuses","F92: Letterkenny","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","137600"
"Mean Sale Price","2018 June","All Dwelling Statuses","F93: Lifford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","147313"
"Mean Sale Price","2018 June","All Dwelling Statuses","F94: Donegal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","135000"
"Mean Sale Price","2018 June","All Dwelling Statuses","H12: Cavan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","152100"
"Mean Sale Price","2018 June","All Dwelling Statuses","H14: Belturbet","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","H16: Cootehill","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","H18: Monaghan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","130800"
"Mean Sale Price","2018 June","All Dwelling Statuses","H23: Clones","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","H53: Ballinasloe","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","171915"
"Mean Sale Price","2018 June","All Dwelling Statuses","H54: Tuam","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","164500"
"Mean Sale Price","2018 June","All Dwelling Statuses","H62: Loughrea","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","161667"
"Mean Sale Price","2018 June","All Dwelling Statuses","H65: Athenry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","260000"
"Mean Sale Price","2018 June","All Dwelling Statuses","H71: Clifden","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","H91: Galway","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","240692"
"Mean Sale Price","2018 June","All Dwelling Statuses","K32: Balbriggan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","210004"
"Mean Sale Price","2018 June","All Dwelling Statuses","K34: Skerries","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","368749"
"Mean Sale Price","2018 June","All Dwelling Statuses","K36: Malahide","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","410222"
"Mean Sale Price","2018 June","All Dwelling Statuses","K45: Lusk","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","316999"
"Mean Sale Price","2018 June","All Dwelling Statuses","K56: Rush","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","215000"
"Mean Sale Price","2018 June","All Dwelling Statuses","K67: Swords","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","322285"
"Mean Sale Price","2018 June","All Dwelling Statuses","K78: Lucan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","343566"
"Mean Sale Price","2018 June","All Dwelling Statuses","N37: Athlone","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","150909"
"Mean Sale Price","2018 June","All Dwelling Statuses","N39: Longford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","112300"
