"Statistic Label","Month","Dwelling Status","Eircode Output","Stamp Duty Event","Type of Buyer","UNIT","VALUE"
"Mean Sale Price","2010 February","All Dwelling Statuses","F42: Roscommon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","251993"
"Mean Sale Price","2010 February","All Dwelling Statuses","F45: Castlerea","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","181600"
"Mean Sale Price","2010 February","All Dwelling Statuses","F52: Boyle","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","201198"
"Mean Sale Price","2010 February","All Dwelling Statuses","F56: Ballymote","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","204300"
"Mean Sale Price","2010 February","All Dwelling Statuses","F91: Sligo","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190400"
"Mean Sale Price","2010 February","All Dwelling Statuses","F92: Letterkenny","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","137215"
"Mean Sale Price","2010 February","All Dwelling Statuses","F93: Lifford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","145995"
"Mean Sale Price","2010 February","All Dwelling Statuses","F94: Donegal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","169825"
"Mean Sale Price","2010 February","All Dwelling Statuses","H12: Cavan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","159983"
"Mean Sale Price","2010 February","All Dwelling Statuses","H14: Belturbet","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 February","All Dwelling Statuses","H16: Cootehill","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","220000"
"Mean Sale Price","2010 February","All Dwelling Statuses","H18: Monaghan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","289425"
"Mean Sale Price","2010 February","All Dwelling Statuses","H23: Clones","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 February","All Dwelling Statuses","H53: Ballinasloe","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","149253"
"Mean Sale Price","2010 February","All Dwelling Statuses","H54: Tuam","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","142500"
"Mean Sale Price","2010 February","All Dwelling Statuses","H62: Loughrea","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","164183"
"Mean Sale Price","2010 February","All Dwelling Statuses","H65: Athenry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","219426"
"Mean Sale Price","2010 February","All Dwelling Statuses","H71: Clifden","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 February","All Dwelling Statuses","H91: Galway","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","252849"
"Mean Sale Price","2010 February","All Dwelling Statuses","K32: Balbriggan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","172340"
"Mean Sale Price","2010 February","All Dwelling Statuses","K34: Skerries","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","600000"
"Mean Sale Price","2010 February","All Dwelling Statuses","K36: Malahide","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","306250"
"Mean Sale Price","2010 February","All Dwelling Statuses","K45: Lusk","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190000"
"Mean Sale Price","2010 February","All Dwelling Statuses","K56: Rush","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 February","All Dwelling Statuses","K67: Swords","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","254665"
"Mean Sale Price","2010 February","All Dwelling Statuses","K78: Lucan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","235532"
"Mean Sale Price","2010 February","All Dwelling Statuses","N37: Athlone","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","235702"
"Mean Sale Price","2010 February","All Dwelling Statuses","N39: Longford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","202333"
"Mean Sale Price","2010 February","All Dwelling Statuses","N41: Carrick-on-Shannon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","112365"
"Mean Sale Price","2010 February","All Dwelling Statuses","N91: Mullingar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","169128"
"Mean Sale Price","2010 February","All Dwelling Statuses","P12: Macroom","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","269583"
"Mean Sale Price","2010 February","All Dwelling Statuses","P14: Crookstown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 February","All Dwelling Statuses","P17: Kinsale","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 February","All Dwelling Statuses","P24: Cobh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","30000"
"Mean Sale Price","2010 February","All Dwelling Statuses","P25: Midleton","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","178539"
"Mean Sale Price","2010 February","All Dwelling Statuses","P31: Ballincollig","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","285205"
"Mean Sale Price","2010 February","All Dwelling Statuses","P32: Rylane","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 February","All Dwelling Statuses","P36: Youghal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 February","All Dwelling Statuses","P43: Carrigaline","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","233021"
"Mean Sale Price","2010 February","All Dwelling Statuses","P47: Dunmanway","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","200000"
"Mean Sale Price","2010 February","All Dwelling Statuses","P51: Mallow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","218300"
"Mean Sale Price","2010 February","All Dwelling Statuses","P56: Charleville","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","308720"
"Mean Sale Price","2010 February","All Dwelling Statuses","P61: Fermoy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","240000"
"Mean Sale Price","2010 February","All Dwelling Statuses","P67: Mitchelstown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","189405"
"Mean Sale Price","2010 February","All Dwelling Statuses","P72: Bandon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","200000"
"Mean Sale Price","2010 February","All Dwelling Statuses","P75: Bantry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","201750"
"Mean Sale Price","2010 February","All Dwelling Statuses","P81: Skibbereen","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","195000"
"Mean Sale Price","2010 February","All Dwelling Statuses","P85: Clonakilty","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","273240"
"Mean Sale Price","2010 February","All Dwelling Statuses","R14: Athy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","194758"
"Mean Sale Price","2010 February","All Dwelling Statuses","R21: Mhuine Bheag","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","192000"
"Mean Sale Price","2010 February","All Dwelling Statuses","R32: Portlaoise","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","182100"
"Mean Sale Price","2010 February","All Dwelling Statuses","R35: Tullamore","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","170000"
"Mean Sale Price","2010 February","All Dwelling Statuses","R42: Birr","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 February","All Dwelling Statuses","R45: Edenderry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 February","All Dwelling Statuses","R51: Kildare","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","210000"
"Mean Sale Price","2010 February","All Dwelling Statuses","R56: Curragh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","260000"
"Mean Sale Price","2010 February","All Dwelling Statuses","R93: Carlow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","171887"
"Mean Sale Price","2010 February","All Dwelling Statuses","R95: Kilkenny","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","203099"
"Mean Sale Price","2010 February","All Dwelling Statuses","T12: Cork Southside","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","226778"
"Mean Sale Price","2010 February","All Dwelling Statuses","T23: Cork Northside","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","235236"
"Mean Sale Price","2010 February","All Dwelling Statuses","T34: Carrignavar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","296675"
"Mean Sale Price","2010 February","All Dwelling Statuses","T45: Glanmire","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","258870"
"Mean Sale Price","2010 February","All Dwelling Statuses","T56: Watergrasshill","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","246875"
"Mean Sale Price","2010 February","All Dwelling Statuses","V14: Shannon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","205525"
"Mean Sale Price","2010 February","All Dwelling Statuses","V15: Kilrush","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 February","All Dwelling Statuses","V23: Caherciveen","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","220000"
"Mean Sale Price","2010 February","All Dwelling Statuses","V31: Listowel","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","160800"
"Mean Sale Price","2010 February","All Dwelling Statuses","V35: Kilmallock","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","161591"
"Mean Sale Price","2010 February","All Dwelling Statuses","V42: Newcastle West","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","123825"
"Mean Sale Price","2010 February","All Dwelling Statuses","V92: Tralee","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","157563"
"Mean Sale Price","2010 February","All Dwelling Statuses","V93: Killarney","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","214450"
"Mean Sale Price","2010 February","All Dwelling Statuses","V94: Limerick","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","200935"
"Mean Sale Price","2010 February","All Dwelling Statuses","V95: Ennis","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","194664"
"Mean Sale Price","2010 February","All Dwelling Statuses","W12: Newbridge","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","277018"
"Mean Sale Price","2010 February","All Dwelling Statuses","W23: Celbridge","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","276335"
"Mean Sale Price","2010 February","All Dwelling Statuses","W34: Monasterevin","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","323475"
"Mean Sale Price","2010 February","All Dwelling Statuses","W91: Naas","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","217367"
"Mean Sale Price","2010 February","All Dwelling Statuses","X35: Dungarvan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","320000"
"Mean Sale Price","2010 February","All Dwelling Statuses","X42: Kilmacthomas","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","170000"
"Mean Sale Price","2010 February","All Dwelling Statuses","X91: Waterford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","172022"
"Mean Sale Price","2010 February","All Dwelling Statuses","Y14: Arklow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","187000"
"Mean Sale Price","2010 February","All Dwelling Statuses","Y21: Enniscorthy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","152500"
"Mean Sale Price","2010 February","All Dwelling Statuses","Y25: Gorey","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","188981"
"Mean Sale Price","2010 February","All Dwelling Statuses","Y34: New Ross","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 February","All Dwelling Statuses","Y35: Wexford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","184998"
"Mean Sale Price","2010 March","All Dwelling Statuses","A41: Ballyboughal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 March","All Dwelling Statuses","A42: Garristown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","425000"
"Mean Sale Price","2010 March","All Dwelling Statuses","A45: Oldtown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","317800"
"Mean Sale Price","2010 March","All Dwelling Statuses","A63: Greystones","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","325898"
"Mean Sale Price","2010 March","All Dwelling Statuses","A67: Wicklow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","223150"
"Mean Sale Price","2010 March","All Dwelling Statuses","A75: Castleblaney","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","167500"
"Mean Sale Price","2010 March","All Dwelling Statuses","A81: Carrickmacross","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","146205"
"Mean Sale Price","2010 March","All Dwelling Statuses","A82: Kells","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","195718"
"Mean Sale Price","2010 March","All Dwelling Statuses","A83: Enfield","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190680"
"Mean Sale Price","2010 March","All Dwelling Statuses","A84: Ashbourne","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","233610"
"Mean Sale Price","2010 March","All Dwelling Statuses","A85: Dunshaughlin","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","278075"
"Mean Sale Price","2010 March","All Dwelling Statuses","A86: Dunboyne","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 March","All Dwelling Statuses","A91: Dundalk","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185460"
